crawl 1[0.29 seconds used]: {'url': 'http://info.tibet.cn/newzt/yuanzang/yzcg/200505/t20050531_33920.htm', 'anchor_text': u'\u5bf9\u53e3\u652f\u63f4\u897f\u85cf\u7ecf\u6d4e\u5efa\u8bbe\u7684\u4e30\u7855\u6210\u679c', 'value': 3},  [116 urls left in queue]
crawl 191[0.67 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fgroups%2F2192901&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [3272 urls left in queue]
crawl 192[1.95 seconds used]: {'url': 'https://www.linkedin.com/topic/commodity?trk=pprofile_topic', 'anchor_text': 'Commodity', 'value': 0},  [3419 urls left in queue]
crawl 193[1.89 seconds used]: {'url': 'https://www.linkedin.com/topic/etrm?trk=sushi_topic_insights_name', 'anchor_text': 'ETRM', 'value': 0},  [3543 urls left in queue]
crawl 194[1.74 seconds used]: {'url': 'https://www.linkedin.com/topic/solarc-right-angle?trk=sushi_topic_insights_name', 'anchor_text': 'Solarc Right Angle', 'value': 0},  [3606 urls left in queue]
crawl 195[1.94 seconds used]: {'url': 'https://www.linkedin.com/topic/crude?trk=sushi_topic_insights_name', 'anchor_text': 'Crude', 'value': 0},  [3730 urls left in queue]
crawl 196[1.88 seconds used]: {'url': 'https://www.linkedin.com/topic/d2?trk=sushi_topic_insights_name', 'anchor_text': 'D2', 'value': 0},  [3866 urls left in queue]
crawl 197[1.59 seconds used]: {'url': 'https://www.linkedin.com/topic/input-accel?trk=sushi_topic_insights_name', 'anchor_text': 'Input Accel', 'value': 0},  [3926 urls left in queue]
crawl 198[1.81 seconds used]: {'url': 'https://www.linkedin.com/topic/document-capture?trk=sushi_topic_insights_name', 'anchor_text': 'Document Capture', 'value': 0},  [4049 urls left in queue]
crawl 199[2.84 seconds used]: {'url': 'https://www.linkedin.com/topic/document-conversion?trk=sushi_topic_insights_name', 'anchor_text': 'Document Conversion', 'value': 0},  [4169 urls left in queue]
crawl 200[3.01 seconds used]: {'url': 'https://www.linkedin.com/topic/document-processing?trk=sushi_topic_insights_name', 'anchor_text': 'Document Processing', 'value': 0},  [4284 urls left in queue]
crawl 201[0.83 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fgroups%2F5173561&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [4282 urls left in queue]
crawl 202[0.92 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fgroups%2F3018428&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [4281 urls left in queue]
crawl 203[0.67 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fgroups%2F4002308&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [4280 urls left in queue]
crawl 204[0.73 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fgroups%2F4210643&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [4279 urls left in queue]
crawl 205[0.88 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fgroups%2F7477274&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [4278 urls left in queue]
crawl 206[0.74 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fgroups%2F8404294&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [4277 urls left in queue]
crawl 207[0.78 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fgroups%2F4919226&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [4275 urls left in queue]
crawl 208[0.95 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fgroups%2F3764950&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [4274 urls left in queue]
crawl 209[0.73 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fgroups%2F2845442&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [4273 urls left in queue]
crawl 210[0.75 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fgroups%2F8304187&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [4272 urls left in queue]
crawl 211[0.89 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fgroups%2F8181687&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [4271 urls left in queue]
crawl 212[0.67 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fgroups%2F2945901&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [4270 urls left in queue]
crawl 213[1.83 seconds used]: {'url': 'http://www.slideshare.net/MuhweraneAvis/the-central-document-processing-center-at-ura', 'anchor_text': 'The Central Document Processing Center at URA', 'value': 0},  [4307 urls left in queue]
crawl 214[1.73 seconds used]: {'url': 'http://www.slideshare.net/privacy', 'anchor_text': 'Privacy', 'value': 0},  [4337 urls left in queue]
crawl 215[1.14 seconds used]: {'url': 'http://www.slideshare.net/redirect?url=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fpremium%2Flynda%2Flanding&urlhash=I896&trk=hb_ft_lynda', 'anchor_text': '\nOnline Learning\n', 'value': 0},  [4352 urls left in queue]
crawl 216[2.52 seconds used]: {'url': 'http://www.linkedin.com/company/slideshare', 'anchor_text': 'LinkedIn', 'value': 0},  [4459 urls left in queue]
crawl 217[2.78 seconds used]: {'url': 'https://linkedin.com/help/linkedin?trk=biz-overview-company-public', 'anchor_text': 'Help Center', 'value': 0},  [4457 urls left in queue]
crawl 218[0.69 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=%2Fcompany%2Fslideshare&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [4457 urls left in queue]
crawl 219[0.96 seconds used]: {'url': 'https://www.linkedin.com/start/join?goback=%2Ebzo_*1_*1_*1_*1_*1_*1_*1_*1_slideshare&trk=hb_join', 'anchor_text': '\nJoin Today\n', 'value': 0},  [4457 urls left in queue]
crawl 220[0.91 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Fslideshare&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [4456 urls left in queue]
crawl 221[0.79 seconds used]: {'url': 'http://www.linkedin.com/legal/cookie-policy?trk=biz-join-linkedin-dialog', 'anchor_text': 'Cookie Policy', 'value': 0},  [4455 urls left in queue]
crawl 222[0.99 seconds used]: {'url': 'http://www.linkedin.com/legal/privacy-policy?trk=biz-join-linkedin-dialog', 'anchor_text': 'Privacy Policy', 'value': 0},  [4454 urls left in queue]
crawl 223[0.70 seconds used]: {'url': 'http://www.linkedin.com/legal/user-agreement?trk=biz-join-linkedin-dialog', 'anchor_text': 'User Agreement', 'value': 0},  [4453 urls left in queue]
crawl 224[0.99 seconds used]: {'url': 'https://www.linkedin.com/start/join?trk=biz-join-linkedin-dialog', 'anchor_text': 'Join LinkedIn', 'value': 0},  [4452 urls left in queue]
crawl 225[1.39 seconds used]: {'url': 'http://www.linkedin.com/company/pulse-news?trk=extra_biz_viewers_viewed', 'anchor_text': '\n\n', 'value': 0},  [4501 urls left in queue]
crawl 226[0.77 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=%2Fcompany%2Fpulse-news&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [4501 urls left in queue]
crawl 227[1.07 seconds used]: {'url': 'https://www.linkedin.com/start/join?goback=%2Ebzo_*1_*1_*1_*1_*1_*1_*1_*1_pulse*5news&trk=hb_join', 'anchor_text': '\nJoin Today\n', 'value': 0},  [4501 urls left in queue]
crawl 228[0.80 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Fpulse-news&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [4500 urls left in queue]
crawl 229[2.55 seconds used]: {'url': 'http://www.linkedin.com/company/microsoft?trk=extra_biz_viewers_viewed', 'anchor_text': '\n\n', 'value': 0},  [4801 urls left in queue]
crawl 230[0.76 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=%2Fcompany%2Fmicrosoft&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [4801 urls left in queue]
crawl 231[0.87 seconds used]: {'url': 'https://www.linkedin.com/start/join?goback=%2Ebzo_*1_*1_*1_*1_*1_*1_*1_*1_microsoft&trk=hb_join', 'anchor_text': '\nJoin Today\n', 'value': 0},  [4801 urls left in queue]
crawl 232[0.79 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Fmicrosoft&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [4800 urls left in queue]
crawl 233[1.47 seconds used]: {'url': 'http://www.linkedin.com/start/join?trk=uas-consumer-login-internal-join-lnk', 'anchor_text': 'Join now', 'value': 0},  [4801 urls left in queue]
crawl 234[0.45 seconds used]: {'url': 'http://www.linkedin.com/uas/request-password-reset?session_redirect=http%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Ffollow%2Fsubmit%3Fid%3D10351399%26trk%3Dbiz-brand-carousel%26csrfToken%3Dajax%253A0167173476868571430%26goback%3D%252Ebzo_*1_*1_*1_*1_*1_*1_*1_*1_microsoft%26fl%3Dstop&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [4800 urls left in queue]
crawl 235[1.29 seconds used]: {'url': 'http://www.linkedin.com/start/join?trk=hb_join', 'anchor_text': '\nJoin Today\n', 'value': 0},  [4799 urls left in queue]
crawl 236[0.57 seconds used]: {'url': 'http://www.linkedin.com/uas/request-password-reset?session_redirect=http%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Ffollow%2Fsubmit%3Fgoback%3D%252Ebzo_*1_*1_*1_*1_*1_*1_*1_*1_microsoft%26csrfToken%3Dajax%253A0167173476868571430%26fl%3Dstart%26id%3D10351399%26trk%3Dbiz-brand-carousel&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [4798 urls left in queue]
crawl 237[1.19 seconds used]: {'url': 'http://www.linkedin.com/company/microsoft-power-apps?trk=rr_brands_carousel_name', 'anchor_text': 'Microsoft Power Apps', 'value': 0},  [4891 urls left in queue]
crawl 238[2.66 seconds used]: {'url': 'https://linkedin.com/help/linkedin/answer/34593?trk=biz-overview-showcase-public', 'anchor_text': 'Community Guidelines', 'value': 0},  [4890 urls left in queue]
crawl 239[2.76 seconds used]: {'url': 'https://linkedin.com/help/linkedin?trk=biz-overview-showcase-public', 'anchor_text': 'Help Center', 'value': 0},  [4889 urls left in queue]
crawl 240[0.67 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=%2Fcompany%2Fmicrosoft-power-apps&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [4889 urls left in queue]
crawl 241[0.94 seconds used]: {'url': 'https://www.linkedin.com/start/join?goback=%2Ebzo_*1_*1_*1_*1_*1_*1_*1_*1_microsoft*5power*5apps&trk=hb_join', 'anchor_text': '\nJoin Today\n', 'value': 0},  [4889 urls left in queue]
crawl 242[0.66 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Fmicrosoft-power-apps&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [4888 urls left in queue]
crawl 243[0.49 seconds used]: {'url': 'http://www.linkedin.com/uas/request-password-reset?session_redirect=http%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Ffollow%2Fsubmit%3Fid%3D10102322%26trk%3Dother_brands_name%26csrfToken%3Dajax%253A4059820108847835812%26goback%3D%252Ebzo_*1_*1_*1_*1_*1_*1_*1_*1_microsoft*5power*5apps%26fl%3Dstop&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [4887 urls left in queue]
crawl 244[1.97 seconds used]: {'url': 'http://www.linkedin.com/company/microsoftcitynext?trk=other_brands_name', 'anchor_text': 'Microsoft CityNext', 'value': 0},  [5010 urls left in queue]
crawl 245[0.74 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=%2Fcompany%2Fmicrosoftcitynext&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [5010 urls left in queue]
crawl 246[0.91 seconds used]: {'url': 'https://www.linkedin.com/start/join?goback=%2Ebzo_*1_*1_*1_*1_*1_*1_*1_*1_microsoftcitynext&trk=hb_join', 'anchor_text': '\nJoin Today\n', 'value': 0},  [5010 urls left in queue]
crawl 247[0.73 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Fmicrosoftcitynext&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [5009 urls left in queue]
crawl 248[2.27 seconds used]: {'url': 'https://www.linkedin.com/pub/eva-christensen/6/b57/b64?trk=co-feed-likes-two', 'anchor_text': 'Eva Christensen', 'value': 0},  [5101 urls left in queue]
crawl 249[1.33 seconds used]: {'url': 'https://www.linkedin.com/in/christian-larsson-ab07801?trk=pub-pbmap', 'anchor_text': 'Christian Larsson', 'value': 0},  [5116 urls left in queue]
crawl 250[1.30 seconds used]: {'url': 'https://www.linkedin.com/in/peter-skaarup-12436444?trk=pub-pbmap', 'anchor_text': 'Peter Skaarup', 'value': 0},  [5144 urls left in queue]
crawl 251[1.18 seconds used]: {'url': 'https://www.linkedin.com/in/martin-birkholm-349657?trk=pub-pbmap', 'anchor_text': 'Martin Birkholm', 'value': 0},  [5148 urls left in queue]
crawl 252[1.33 seconds used]: {'url': 'https://www.linkedin.com/in/jacob-damsgaard-b38b975?trk=pub-pbmap', 'anchor_text': 'Jacob Damsgaard', 'value': 0},  [5181 urls left in queue]
crawl 253[1.07 seconds used]: {'url': 'https://www.linkedin.com/in/christian-gumark-36b48b1?trk=pub-pbmap', 'anchor_text': 'Christian Gumark', 'value': 0},  [5189 urls left in queue]
crawl 254[1.16 seconds used]: {'url': 'https://www.linkedin.com/in/thomas-lindegaard-bl%C3%BCcher-3518b648?trk=pub-pbmap', 'anchor_text': u'Thomas Lindegaard Bl\xfccher', 'value': 0},  [5195 urls left in queue]
crawl 255[1.33 seconds used]: {'url': 'https://www.linkedin.com/in/martinlyngfeldthenriksen?trk=pub-pbmap', 'anchor_text': 'Martin Lyngfeldt Henriksen', 'value': 0},  [5211 urls left in queue]
crawl 256[1.20 seconds used]: {'url': 'https://www.linkedin.com/in/christina-hove-47469a?trk=pub-pbmap', 'anchor_text': 'Christina Hove', 'value': 0},  [5227 urls left in queue]
crawl 257[1.34 seconds used]: {'url': 'https://www.linkedin.com/in/katrine-westphall-b0770a24?trk=pub-pbmap', 'anchor_text': 'Katrine Westphall', 'value': 0},  [5257 urls left in queue]
crawl 258[1.07 seconds used]: {'url': 'https://www.linkedin.com/in/michella-m%C3%B8rch-ullerup-a2915b2?trk=pub-pbmap', 'anchor_text': u'Michella M\xf8rch Ullerup', 'value': 0},  [5264 urls left in queue]
crawl 259[1.22 seconds used]: {'url': 'https://www.linkedin.com/in/jannie-hansson-869b771?trk=pub-pbmap', 'anchor_text': 'Jannie Hansson', 'value': 0},  [5309 urls left in queue]
crawl 260[1.15 seconds used]: {'url': 'https://www.linkedin.com/in/mastorm?trk=pub-pbmap', 'anchor_text': 'Mark Storm', 'value': 0},  [5324 urls left in queue]
crawl 261[1.45 seconds used]: {'url': 'https://www.linkedin.com/in/lennard-nielsen-87a48028?trk=pub-pbmap', 'anchor_text': 'Lennard Nielsen', 'value': 0},  [5349 urls left in queue]
crawl 262[1.33 seconds used]: {'url': 'https://www.linkedin.com/in/clausfs?trk=pub-pbmap', 'anchor_text': u'Claus Fogh S\xf8rensen', 'value': 0},  [5370 urls left in queue]
crawl 263[1.17 seconds used]: {'url': 'https://www.linkedin.com/in/kimzachariassen?trk=pub-pbmap', 'anchor_text': 'Kim Zachariassen', 'value': 0},  [5412 urls left in queue]
crawl 264[2.34 seconds used]: {'url': 'https://www.linkedin.com/in/alex-s%C3%B8rensen-00a5024?trk=pub-pbmap', 'anchor_text': u'Alex S\xf8rensen', 'value': 0},  [5453 urls left in queue]
crawl 265[2.41 seconds used]: {'url': 'https://www.linkedin.com/in/nvejrup?trk=pub-pbmap', 'anchor_text': 'Niels Vejrup Pedersen', 'value': 0},  [5478 urls left in queue]
crawl 266[2.09 seconds used]: {'url': 'https://www.linkedin.com/in/lisemariebirk?trk=pub-pbmap', 'anchor_text': 'Lise Marie Birk', 'value': 0},  [5552 urls left in queue]
crawl 267[1.69 seconds used]: {'url': 'https://www.linkedin.com/in/annettesofiaskotte?trk=pub-pbmap', 'anchor_text': 'Annette Sofia Skotte', 'value': 0},  [5588 urls left in queue]
crawl 268[1.51 seconds used]: {'url': 'https://www.linkedin.com/in/holmgaardlars?trk=pub-pbmap', 'anchor_text': 'Lars Holmgaard', 'value': 0},  [5626 urls left in queue]
crawl 269[1.26 seconds used]: {'url': 'https://www.linkedin.com/in/holmgaardlars?trk=profile-badge', 'anchor_text': 'Lars Holmgaard', 'value': 0},  [5625 urls left in queue]
crawl 270[1.26 seconds used]: {'url': 'https://www.linkedin.com/in/holmgaardlars', 'anchor_text': 'English', 'value': 0},  [5624 urls left in queue]
crawl 271[1.23 seconds used]: {'url': 'https://www.linkedin.com/in/holmgaardlars/da', 'anchor_text': 'Danish', 'value': 0},  [5625 urls left in queue]
crawl 272[0.70 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fgroups%2F1802854&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [5622 urls left in queue]
crawl 273[0.74 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fgroups%2F5154517&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [5621 urls left in queue]
crawl 274[0.76 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fgroups%2F2175223&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [5620 urls left in queue]
crawl 275[0.82 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fgroups%2F48688&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [5619 urls left in queue]
crawl 276[0.89 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fgroups%2F4114677&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [5618 urls left in queue]
crawl 277[0.77 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fgroups%2F4813091&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [5617 urls left in queue]
crawl 278[0.77 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fgroups%2F56458&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [5616 urls left in queue]
crawl 279[0.69 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fgroups%2F1398847&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [5615 urls left in queue]
crawl 280[0.89 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fgroups%2F42370&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [5614 urls left in queue]
crawl 281[0.95 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fgroups%2F4128572&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [5613 urls left in queue]
crawl 282[0.71 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fgroups%2F3155184&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [5612 urls left in queue]
crawl 283[1.37 seconds used]: {'url': 'https://www.linkedin.com/topic/rekruttering-af-salgspersonale?trk=pprofile_topic', 'anchor_text': 'Rekruttering af salgspersonale', 'value': 0},  [5619 urls left in queue]
crawl 284[1.29 seconds used]: {'url': 'https://www.linkedin.com/in/sunniva-h%C3%B8gsberg-994aa914?trk=sushi_topic_professionals_guest_button', 'anchor_text': 'View Profile', 'value': 0},  [5642 urls left in queue]
crawl 285[1.35 seconds used]: {'url': 'https://www.linkedin.com/in/nynnebojsen?trk=pub-pbmap', 'anchor_text': 'Nynne Katrine Bojsen', 'value': 0},  [5702 urls left in queue]
crawl 286[1.09 seconds used]: {'url': 'https://www.linkedin.com/in/christian-gadgaard-b9a3b296?trk=pub-pbmap', 'anchor_text': 'Christian Gadgaard', 'value': 0},  [5716 urls left in queue]
crawl 287[1.21 seconds used]: {'url': 'https://www.linkedin.com/in/peer-heissel-8538b452?trk=pub-pbmap', 'anchor_text': 'Peer Heissel', 'value': 0},  [5782 urls left in queue]
crawl 288[1.22 seconds used]: {'url': 'https://www.linkedin.com/in/ponderosaflowers?trk=pub-pbmap', 'anchor_text': 'Ponderosa Flowers', 'value': 0},  [5793 urls left in queue]
crawl 289[1.32 seconds used]: {'url': 'https://www.linkedin.com/in/kavyanjali-nanda-42769a30?trk=pub-pbmap', 'anchor_text': 'kavyanjali nanda', 'value': 0},  [5797 urls left in queue]
crawl 290[0.86 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fgroups%2F1828862&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [5796 urls left in queue]
crawl 291[0.88 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fgroups%2F2902678&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [5795 urls left in queue]
crawl 292[1.93 seconds used]: {'url': 'https://www.linkedin.com/title/manager?trk=pprofile_title', 'anchor_text': 'manager', 'value': 0},  [5851 urls left in queue]
crawl 293[1.72 seconds used]: {'url': 'https://www.linkedin.com/topic/edu/universidade-paulista?trk=seokp-title-insights-school', 'anchor_text': '4,552Universidade Paulista', 'value': 0},  [5911 urls left in queue]
crawl 294[0.79 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fvsearch%2Fc%3Fkeywords%3D%2522universidade%2Bpaulista%2522%26type%3Dcompanies%26trk%3Dseokp-edu_companies_secondary_cluster_footer_view_all%26orig%3DSEOKP&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [5910 urls left in queue]
crawl 295[1.82 seconds used]: {'url': 'https://www.linkedin.com/company/2491708?trk=seokp-edu_companies_secondary_cluster_res_company_name', 'anchor_text': 'Camargo e Nascimento Sociedade de Advogados', 'value': 0},  [5921 urls left in queue]
crawl 296[0.70 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=http%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Fcamargo-e-nascimento-sociedade-de-advogados&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [5921 urls left in queue]
crawl 297[0.90 seconds used]: {'url': 'https://www.linkedin.com/start/join?goback=%2Ebzo_*1_*1_*1_*1_*1_*1_*1_*1_camargo*5e*5nascimento*5sociedade*5de*5advogados&trk=hb_join', 'anchor_text': '\nJoin Today\n', 'value': 0},  [5921 urls left in queue]
crawl 298[1.08 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Fcamargo-e-nascimento-sociedade-de-advogados&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [5920 urls left in queue]
crawl 299[1.86 seconds used]: {'url': 'http://www.linkedin.com/company/tomazella-fiorani-&-advogados-associados?trk=extra_biz_viewers_viewed', 'anchor_text': '\n\n', 'value': 0},  [5989 urls left in queue]
crawl 300[0.79 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=%2Fcompany%2Ftomazella-fiorani-%26-advogados-associados&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [5989 urls left in queue]
crawl 301[0.97 seconds used]: {'url': 'https://www.linkedin.com/start/join?goback=%2Ebzo_*1_*1_*1_*1_*1_*1_*1_*1_tomazella*5fiorani*5%26*5advogados*5associados&trk=hb_join', 'anchor_text': '\nJoin Today\n', 'value': 0},  [5989 urls left in queue]
crawl 302[0.67 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Ftomazella-fiorani-%26-advogados-associados&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [5988 urls left in queue]
crawl 303[0.94 seconds used]: {'url': 'http://www.linkedin.com/company/esteves-pedraza-sociedade-de-advogados?trk=extra_biz_viewers_viewed', 'anchor_text': '\n\n', 'value': 0},  [5997 urls left in queue]
crawl 304[0.81 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=%2Fcompany%2Festeves-pedraza-sociedade-de-advogados&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [5997 urls left in queue]
crawl 305[1.11 seconds used]: {'url': 'https://www.linkedin.com/start/join?goback=%2Ebzo_*1_*1_*1_*1_*1_*1_*1_*1_esteves*5pedraza*5sociedade*5de*5advogados&trk=hb_join', 'anchor_text': '\nJoin Today\n', 'value': 0},  [5997 urls left in queue]
crawl 306[0.76 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Festeves-pedraza-sociedade-de-advogados&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [5996 urls left in queue]
crawl 307[0.99 seconds used]: {'url': 'http://www.linkedin.com/company/bisson-advogados?trk=extra_biz_viewers_viewed', 'anchor_text': '\n\n', 'value': 0},  [6003 urls left in queue]
crawl 308[0.81 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=%2Fcompany%2Fbisson-advogados&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [6003 urls left in queue]
